,lat,lon,sand % topsoil,silt % topsoil,clay % topsoil,pH water topsoil,OC % topsoil,OC % subsoil,N % topsoil,CEC topsoil,CEC clay topsoil,CaCO3 % topsoil,C/N topsoil,C/N subsoil,PSurf_Winter,PSurf_Spring,PSurf_Summer,PSurf_Fall,Qair_Winter,Qair_Spring,Qair_Summer,Qair_Fall,Tair_Winter,Tair_Spring,Tair_Summer,Tair_Fall,Wind_Winter,Wind_Spring,Wind_Summer,Wind_Fall,Rainf_Winter,Rainf_Spring,Rainf_Summer,Rainf_Fall
10,-7.25,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94043.75272951006,93972.28778846156,94113.90018727108,93964.50057554943,0.018392679961538413,0.016366964994917525,0.008325321269139149,0.017009238012408376,298.2445971565934,299.05394827380945,298.8437804899267,299.56056627747256,1.0943286665453298,1.623872488305861,2.331998993440934,1.4205530100595238,6.588780813255349e-05,3.846731163644433e-05,1.0329958653846152e-06,4.0024283307005495e-05
11,-7.25,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93892.63079475734,93825.93956318684,93959.16710760073,93817.44604945056,0.01809127780425819,0.016127296656135486,0.007896277811446837,0.01675721250018309,297.97461318280676,298.81783217948714,298.37606640109897,299.43133991758236,1.0765662300234662,1.7320228651602565,2.6320204295467033,1.3515304249816853,6.550869516294423e-05,3.950135236355202e-05,7.747469125457876e-07,3.782502013814103e-05
12,-7.25,28.25,58.06,22.85,19.09,7.87,0.501,0.288,0.06,9.98,57.8,18.23,10.3,10.8,92860.27805912316,92801.64288141027,92919.86425183149,92784.79501465203,0.01677902518432344,0.015290869516300324,0.007737910489331461,0.015449829722023753,296.771340884272,297.30401929945054,296.7468768269231,298.13809451465204,1.123686001831044,1.6489075799679485,2.5800769516208795,1.3094379758836998,6.446879219482198e-05,4.371389369001173e-05,6.462786268315019e-07,3.8133921519047616e-05
13,-7.25,28.75,58.3,20.95,20.75,7.65,0.635,0.32,0.08,10.1,57.0,13.05,10.5,10.0,88288.14586292354,88256.83901648354,88355.45006364468,88229.07312454212,0.015112907329212397,0.014193193320375394,0.0077944158958790696,0.01379359280842486,294.377589112294,294.75762951465197,294.1161517765568,295.80620761446886,1.298520511502404,1.7789087695329673,2.448392407706044,1.451921596854396,6.701842096982573e-05,4.9091974912994505e-05,6.462786359890109e-07,3.8911561542534064e-05
14,-7.25,29.25,52.21,23.23,24.58,7.39,0.678,0.405,0.113,10.87,56.7,8.54,10.3,10.8,85017.50055368591,85023.23359294873,85144.05292948717,84969.5447165751,0.01622979995315356,0.015784319880494453,0.009688083526465162,0.014241789322481622,295.02564551053115,295.2564701831502,294.4727594139194,296.42987236721615,1.326027642415293,1.6521961514331502,1.8871052270009159,1.6466863380815022,6.501968538191986e-05,4.908512182966593e-05,3.8855692353479854e-07,3.581334651601722e-05
15,-6.75,26.25,35.673,13.926,16.401,4.884,0.429,0.2079,0.0759,6.303,39.93,4.356,6.27,6.27,92785.08605803571,92717.09712362639,92857.11971336998,92716.06368543956,0.01769833372753545,0.016011178335393724,0.00863239311140106,0.01649129972413,297.64889680460163,298.362671492674,298.2701301098901,298.4830523076923,1.103952050824176,1.6803623729212451,2.1962520944093407,1.5388614745467033,6.752067064788681e-05,4.105244511606482e-05,2.7088641085164837e-06,4.932454991917985e-05
16,-6.75,26.75,35.673,13.926,16.401,4.884,0.429,0.2079,0.0759,6.303,39.93,4.356,6.27,6.27,93736.52718956045,93665.54708333334,93806.56882692307,93664.69970787548,0.01792636629086533,0.016305999509386392,0.008572230703800315,0.01666782741804024,297.8460782789606,298.62618146978025,298.5426856913919,298.9179135760073,1.088709309803686,1.6208218053434065,2.1614613348626377,1.4721040573305864,6.659900640858782e-05,4.0135191389649816e-05,1.914591942765568e-06,4.6136009803113555e-05
17,-6.75,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94198.66549015568,94125.63493956043,94262.54445054942,94122.46233699634,0.018173263758642342,0.016456343044368084,0.008637008201831452,0.01679582382623621,298.04225541494964,298.79048801282045,298.6092194368132,299.1588635805861,1.1428780397212683,1.714425502875458,2.3566333970100732,1.5239270236034796,6.407416043412316e-05,4.1361458876825636e-05,1.2264574217032966e-06,4.276349599427656e-05
18,-6.75,27.75,58.06,22.85,19.09,7.87,0.501,0.288,0.06,9.98,57.8,18.23,10.3,10.8,94036.58125526557,93966.69190659338,94090.2568136447,93959.74228800368,0.018152183779876322,0.016554191070650145,0.008448519139423016,0.016797465364743545,297.87081522035254,298.4897165201465,298.2067389560439,299.06027543040295,1.132553649993132,1.669884142293956,2.379388554500916,1.4818286191712455,6.194461791466345e-05,4.2922173618584976e-05,1.032996000915751e-06,4.0357502420326e-05
19,-6.75,28.25,58.06,22.85,19.09,7.87,0.501,0.288,0.06,9.98,57.8,18.23,10.3,10.8,92569.71204647436,92506.46986996336,92621.11528296702,92497.55441071429,0.01703052668689899,0.015659930684706922,0.008427739551373577,0.015705447046657453,296.8733169007555,297.3817098076923,296.87385310897434,298.13014960622706,1.160266298563988,1.634715251753663,2.2198936502289377,1.4435940503891942,6.151316977340888e-05,4.6036556738549445e-05,7.747469423076924e-07,3.884194846364469e-05
